1 0.818181818 0.915254237 0.791666667
0.944444444 0.818181818 0.966101695 0.875
0.944444444 0.272727273 1 0.916666667
0.944444444 0.363636364 0.966101695 0.791666667
0.944444444 0.454545455 0.86440678 0.916666667
0.916666667 0.454545455 0.949152542 0.833333333
0.861111111 0.363636364 0.86440678 0.75
0.833333333 0.409090909 0.898305085 0.708333333
0.805555556 0.727272727 0.86440678 1
0.805555556 0.545454545 0.847457627 0.708333333
0.805555556 0.454545455 0.813559322 0.625
0.777777778 0.454545455 0.830508475 0.833333333
0.75 0.545454545 0.627118644 0.541666667
0.722222222 0.5 0.661016949 0.583333333
0.722222222 0.545454545 0.796610169 0.916666667
0.722222222 0.5 0.745762712 0.833333333
0.722222222 0.5 0.694915254 0.916666667
0.694444444 0.363636364 0.644067797 0.541666667
0.694444444 0.454545455 0.762711864 0.833333333
0.694444444 0.545454545 0.830508475 0.916666667
0.666666667 0.5 0.576271186 0.541666667
0.666666667 0.454545455 0.677966102 0.666666667
0.666666667 0.5 0.627118644 0.583333333
0.666666667 0.227272727 0.813559322 0.708333333
0.666666667 0.590909091 0.796610169 0.833333333
0.666666667 0.5 0.779661017 0.958333333
0.666666667 0.590909091 0.796610169 1
0.666666667 0.454545455 0.711864407 0.916666667
0.638888889 0.409090909 0.610169492 0.5
0.638888889 0.454545455 0.576271186 0.541666667
0.611111111 0.363636364 0.610169492 0.583333333
0.611111111 0.454545455 0.813559322 0.875
0.611111111 0.545454545 0.694915254 0.791666667
0.611111111 0.454545455 0.762711864 0.708333333
0.611111111 0.454545455 0.711864407 0.791666667
0.583333333 0.545454545 0.593220339 0.583333333
0.583333333 0.409090909 0.559322034 0.5
0.583333333 0.318181818 0.728813559 0.75
0.583333333 0.545454545 0.728813559 0.916666667
0.583333333 0.363636364 0.779661017 0.833333333
0.583333333 0.363636364 0.779661017 0.875
0.583333333 0.5 0.762711864 0.708333333
0.555555556 0.590909091 0.627118644 0.625
0.555555556 0.227272727 0.661016949 0.583333333
0.555555556 0.136363636 0.576271186 0.5
0.555555556 0.590909091 0.847457627 1
0.555555556 0.409090909 0.779661017 0.708333333
0.555555556 0.318181818 0.661016949 0.708333333
0.555555556 0.363636364 0.694915254 0.583333333
0.555555556 0.636363636 0.779661017 0.958333333
0.555555556 0.227272727 0.677966102 0.75
0.527777778 0.090909091 0.593220339 0.583333333
0.527777778 0.409090909 0.559322034 0.5
0.527777778 0.363636364 0.644067797 0.708333333
0.527777778 0.636363636 0.745762712 0.916666667
0.5 0.409090909 0.627118644 0.541666667
0.5 0.363636364 0.508474576 0.5
0.5 0.363636364 0.627118644 0.458333333
0.5 0.454545455 0.610169492 0.541666667
0.5 0.454545455 0.661016949 0.708333333
0.5 0.272727273 0.779661017 0.541666667
0.472222222 0.090909091 0.508474576 0.375
0.472222222 0.409090909 0.593220339 0.583333333
